bus_i,kV,cities,county,carb_inten_no_renew,pd,Type,Import,Lat,Lon,carb_emit
4066,66,Madera,Madera County,0.19253,0.0,'AddedNode',' ',36.9238432,-120.106988,0.0
4067,66,Madera,Madera County,0.19253,0.0,'AddedNode',' ',36.92383927,-120.1107092,0.0
4068,66,Madera,Madera County,0.20204,0.0,'AddedNode',' ',36.91654998,-120.0559257,0.0
4069,66,Madera,Madera County,0.20204,0.0,'AddedNode',' ',36.91653545,-120.1104945,0.0
4070,66,Madera,Madera County,0.20204,0.0,'AddedNode',' ',36.88020494,-120.110323,0.0
4071,115,Friant,Madera County,0.70436,0.0,'AddedNode',' ',37.09755144,-119.6964946,0.0
4072,66,Friant,Fresno County,1.23104,0.9244,'AddedNode',' ',36.99767026,-119.7034258,1.137973376
4073,66,Mendota,Fresno County,0.80678,0.0,'AddedNode',' ',36.72004238,-120.4413977,0.0
4074,66,Mendota,Fresno County,0.80678,4.25188,'AddedNode',' ',36.75560323,-120.3659728,3.4303317464000003
4075,66,Mendota,Fresno County,0.80678,0.0,'AddedNode',' ',36.72018989,-120.3873481,0.0
4076,230,Firebaugh,Fresno County,0.03173,0.0,'AddedNode',' ',36.78963092,-120.7096636,0.0
4077,115,Firebaugh,Fresno County,0.18062,0.0,'AddedNode',' ',36.83638271,-120.6021531,0.0
4078,66,Kerman,Fresno County,0.20204,0.0,'AddedNode',' ',36.79302527,-120.114044,0.0
4079,66,Fresno,Fresno County,0.20204,0.0,'AddedNode',' ',36.7067866,-119.8804372,0.0
4080,66,Fresno,Fresno County,0.05304,0.0,'AddedNode',' ',36.70554946,-119.8803564,0.0
4081,66,Fresno,Fresno County,0.05304,0.0,'AddedNode',' ',36.69199141,-119.8804666,0.0
4082,66,Kerman,Fresno County,0.05304,0.0,'AddedNode',' ',36.6176958,-120.0998217,0.0
4083,66,Kerman,Fresno County,0.05304,0.0,'AddedNode',' ',36.6620127,-120.0972365,0.0
4084,66,Sanger,Fresno County,1.23104,0.0,'AddedNode',' ',36.77097442,-119.3935509,0.0
4085,115,Sanger,Fresno County,0.70436,0.0,'AddedNode',' ',36.74565051,-119.5403072,0.0
4086,115,Clovis,Fresno County,0.70436,0.0,'AddedNode',' ',36.82687926,-119.6100114,0.0
4087,66,Fresno,Fresno County,1.08044,0.0,'AddedNode',' ',36.71784958,-119.7637819,0.0
4088,66,Fresno,Fresno County,1.08044,0.0,'AddedNode',' ',36.71784414,-119.7363587,0.0
4089,115,Fresno,Fresno County,0.70436,0.0,'AddedNode',' ',36.69611134,-119.7366512,0.0
4090,115,Fresno,Fresno County,0.70436,0.0,'AddedNode',' ',36.70015957,-119.7272953,0.0
4091,115,Fresno,Fresno County,0.03173,0.0,'AddedNode',' ',36.81205156,-119.8679924,0.0
4092,230,Fresno,Fresno County,0.03173,0.0,'AddedNode',' ',36.81208131,-119.8682989,0.0
4093,115,Fresno,Fresno County,0.03173,0.0,'AddedNode',' ',36.74879276,-119.7003449,0.0
4094,115,Fresno,Fresno County,1.23104,0.0,'AddedNode',' ',36.69285185,-119.7267095,0.0
4095,66,Fresno,Fresno County,1.08044,0.0,'AddedNode',' ',36.70649423,-119.8795088,0.0
4096,66,Sanger,Fresno County,1.23104,0.0,'AddedNode',' ',36.70669049,-119.6112941,0.0
4097,66,Parlier,Fresno County,1.23104,0.0,'AddedNode',' ',36.60753948,-119.5211011,0.0
4098,66,Reedley,Fresno County,1.23104,0.0,'AddedNode',' ',36.60457101,-119.3767912,0.0
4099,115,Selma,Fresno County,1.22379,0.0,'AddedNode',' ',36.60935608,-119.6108655,0.0
4100,66,Orosi,Tulare County,1.23104,0.48394,'AddedNode',' ',36.64478731,-119.1604981,0.5957494976
4101,66,Orosi,Tulare County,1.23104,0.0,'AddedNode',' ',36.64444609,-119.1604974,0.0
4102,66,Tranquillity,Fresno County,0.80678,0.0,'AddedNode',' ',36.6176169,-120.3430672,0.0
4103,66,Cantua Creek,Fresno County,0.80678,5.31709,'AddedNode',' ',36.5451436,-120.3347756,4.2897218702
4104,66,Cantua Creek,Fresno County,0.80678,0.0,'AddedNode',' ',36.61756791,-120.3340677,0.0
4105,66,San Joaquin,Fresno County,0.77213,0.0,'AddedNode',' ',36.61812306,-120.1785653,0.0
4106,66,San Joaquin,Fresno County,0.8407,0.0,'AddedNode',' ',36.59044366,-120.1784906,0.0
4107,66,San Joaquin,Fresno County,0.8407,0.0,'AddedNode',' ',36.58875434,-120.1784944,0.0
4108,66,San Joaquin,Fresno County,0.80678,0.0,'AddedNode',' ',36.61771839,-120.1975879,0.0
4109,66,Helm,Fresno County,0.0,0.0,'AddedNode',' ',36.53142509,-120.1069379,0.0
4110,66,San Joaquin,Fresno County,0.8407,3.76559,'AddedNode',' ',36.54966318,-120.1113084,3.165731513
4111,66,San Joaquin,Fresno County,0.8407,0.0,'AddedNode',' ',36.54967091,-120.111715,0.0
4112,115,Mendota,Fresno County,0.8407,0.0,'AddedNode',' ',36.6339557,-120.565496,0.0
4113,115,Mendota,Fresno County,0.81041,0.0,'AddedNode',' ',36.63319044,-120.5325834,0.0
4114,115,Kingsburg,Fresno County,1.22887,0.0,'AddedNode',' ',36.53872298,-119.5809223,0.0
4115,115,Kingsburg,Fresno County,1.22379,0.0,'AddedNode',' ',36.53335861,-119.5752191,0.0
4116,115,Selma,Fresno County,1.22379,0.0,'AddedNode',' ',36.60935258,-119.6105903,0.0
4117,115,Kingsburg,Fresno County,1.22887,0.0,'AddedNode',' ',36.54055172,-119.5818428,0.0
4118,115,Selma,Fresno County,1.22589,0.0,'AddedNode',' ',36.55030174,-119.5935978,0.0
4119,115,Kingsburg,Fresno County,1.22772,0.0,'AddedNode',' ',36.54031412,-119.5832802,0.0
4120,115,Selma,Fresno County,1.22379,0.0,'AddedNode',' ',36.53705175,-119.5933222,0.0
4121,66,Caruthers,Fresno County,0.05304,0.0,'AddedNode',' ',36.53216175,-119.8813246,0.0
4122,66,Riverdale,Fresno County,0.05304,0.0,'AddedNode',' ',36.44521513,-119.8960878,0.0
4123,66,Riverdale,Fresno County,1.22379,0.0,'AddedNode',' ',36.44556934,-119.7988384,0.0
4124,66,Five Points,Fresno County,0.8407,0.0,'AddedNode',' ',36.40073991,-120.1389936,0.0
4125,66,Huron,Fresno County,0.8407,0.0,'AddedNode',' ',36.2840465,-120.1215053,0.0
4126,66,Coalinga,Fresno County,0.8407,0.0,'AddedNode',' ',36.30825826,-120.2528675,0.0
4127,66,Huron,Fresno County,0.21934,2.11514,'AddedNode',' ',36.15252107,-120.1478193,0.46393480759999994
4128,66,Huron,Fresno County,0.21934,0.0,'AddedNode',' ',36.15229588,-120.1478151,0.0
4129,115,Coalinga,Fresno County,0.8407,0.0,'AddedNode',' ',36.41785343,-120.3687123,0.0
4130,66,Coalinga,Fresno County,0.8407,0.0,'AddedNode',' ',36.23875453,-120.3016423,0.0
4131,66,Coalinga,Fresno County,0.8407,0.0,'AddedNode',' ',36.23889376,-120.3016368,0.0
4132,66,Coalinga,Fresno County,0.0,0.0,'AddedNode',' ',36.13709799,-120.2448949,0.0
4133,66,Coalinga,Fresno County,0.8407,0.0,'AddedNode',' ',36.23756006,-120.3194057,0.0
4134,66,Coalinga,Fresno County,1.23104,0.0,'AddedNode',' ',36.23865125,-120.3373843,0.0
4135,66,Coalinga,Fresno County,0.81946,0.0,'AddedNode',' ',36.19475396,-120.3191108,0.0
4136,66,Coalinga,Fresno County,1.23104,0.0,'AddedNode',' ',36.19262486,-120.3547054,0.0
4137,66,Lemoore,Kings County,0.03173,0.0,'AddedNode',' ',36.26449758,-119.9052247,0.0
4138,66,Dinuba,Fresno County,1.23104,0.0,'AddedNode',' ',36.57466283,-119.3681605,0.0
4139,115,Seaside,Monterey County,0.40271,0.0,'AddedNode',' ',36.64398419,-121.792306,0.0
4140,115,Seaside,Monterey County,0.40271,0.0,'AddedNode',' ',36.61435538,-121.8211857,0.0
4141,115,Seaside,Monterey County,0.40271,0.0,'AddedNode',' ',36.59905405,-121.8511058,0.0
4142,115,Seaside,Monterey County,0.40271,0.0,'AddedNode',' ',36.59931093,-121.8285337,0.0
4143,66,Carmel,Monterey County,0.65228,0.0,'AddedNode',' ',36.55722003,-121.8979525,0.0
4144,66,Monterey,Monterey County,0.40271,0.0,'AddedNode',' ',36.59968698,-121.8768508,0.0
4145,66,Salinas,Monterey County,0.79209,0.0,'AddedNode',' ',36.62432995,-121.6876681,0.0
4146,66,Salinas,Monterey County,0.79209,0.0,'AddedNode',' ',36.68715029,-121.6727098,0.0
4147,66,Salinas,Monterey County,0.79209,0.0,'AddedNode',' ',36.56957172,-121.7554481,0.0
4148,66,Monterey,Monterey County,0.65228,0.0,'AddedNode',' ',36.59395514,-121.8678937,0.0
4149,66,Monterey,Monterey County,0.79209,0.0,'AddedNode',' ',36.58740729,-121.8656832,0.0
4150,66,Salinas,Monterey County,1.23104,0.0,'AddedNode',' ',36.65699899,-121.6356558,0.0
4151,66,Salinas,Monterey County,1.23104,0.0,'AddedNode',' ',36.6744153,-121.6414016,0.0
4152,66,Salinas,Monterey County,1.23104,0.0,'AddedNode',' ',36.66368008,-121.628691,0.0
4153,66,Salinas,Monterey County,1.23104,0.0,'AddedNode',' ',36.65422392,-121.6291567,0.0
4154,66,Salinas,Monterey County,1.23104,0.0,'AddedNode',' ',36.6534779,-121.6275293,0.0
4155,66,Salinas,Monterey County,1.23104,0.92305,'AddedNode',' ',36.62623671,-121.5876417,1.136311472
4156,66,Salinas,Monterey County,1.23104,0.0,'AddedNode',' ',36.6267707,-121.5872462,0.0
4157,66,Salinas,Monterey County,1.23104,0.0,'AddedNode',' ',36.67304996,-121.6272567,0.0
4158,66,Salinas,Monterey County,1.23104,0.0,'AddedNode',' ',36.63004427,-121.5398922,0.0
4159,66,Salinas,Monterey County,1.23104,0.0,'AddedNode',' ',36.61296436,-121.5681886,0.0
4160,66,Chualar,Monterey County,1.23104,0.0,'AddedNode',' ',36.58171231,-121.4982135,0.0
4161,66,Gonzales,Monterey County,1.23104,0.0,'AddedNode',' ',36.51039337,-121.449057,0.0
4162,66,Gonzales,Monterey County,1.23104,0.0,'AddedNode',' ',36.51182532,-121.4436152,0.0
4163,66,Gonzales,Monterey County,1.23104,0.0,'AddedNode',' ',36.51196673,-121.4433854,0.0
4164,66,Soledad,Monterey County,1.23104,2.25553,'AddedNode',' ',36.46667727,-121.391551,2.7766476512
4165,66,Soledad,Monterey County,1.23104,0.0,'AddedNode',' ',36.46742503,-121.3906863,0.0
4166,66,Soledad,Monterey County,1.23104,1.58453,'AddedNode',' ',36.41650728,-121.3152266,1.9506198112
4167,66,Soledad,Monterey County,1.23104,0.0,'AddedNode',' ',36.41986916,-121.3209153,0.0
4168,66,Soledad,Monterey County,1.23104,0.0,'AddedNode',' ',36.36626058,-121.280302,0.0
4169,66,King City,Monterey County,1.23104,1.57338,'AddedNode',' ',36.29381155,-121.2002607,1.9368937151999999
4170,66,King City,Monterey County,1.23104,0.0,'AddedNode',' ',36.29383077,-121.2005151,0.0
4171,66,Soledad,Monterey County,1.23104,0.0,'AddedNode',' ',36.37526934,-121.2589411,0.0
4172,66,King City,Monterey County,1.23104,0.0,'AddedNode',' ',36.25584536,-121.1760892,0.0
4173,66,King City,Monterey County,1.23104,0.0,'AddedNode',' ',36.21448735,-121.1643383,0.0
4174,66,King City,Monterey County,1.23104,0.0,'AddedNode',' ',36.26252149,-121.1531876,0.0
4175,66,King City,Monterey County,1.23104,0.0,'AddedNode',' ',36.21583739,-121.1286035,0.0
4176,66,King City,Monterey County,1.23104,0.0,'AddedNode',' ',36.26508879,-121.1459303,0.0
4177,66,King City,Monterey County,1.23104,0.0,'AddedNode',' ',36.22644737,-121.128468,0.0
4178,66,King City,Monterey County,1.23104,1.59111,'AddedNode',' ',36.22474808,-121.1248759,1.9587200543999999
4179,66,King City,Monterey County,1.23104,0.0,'AddedNode',' ',36.22836392,-121.1301065,0.0
4180,66,King City,Monterey County,1.23104,0.0,'AddedNode',' ',36.22663763,-121.1295719,0.0
4181,66,King City,Monterey County,1.23104,0.0,'AddedNode',' ',36.21769274,-121.1256634,0.0
4182,66,King City,Monterey County,1.23104,0.0,'AddedNode',' ',36.26655207,-121.1477553,0.0
4183,66,San Ardo,Monterey County,1.23104,0.0,'AddedNode',' ',36.07487505,-120.9310783,0.0
4184,66,San Ardo,Monterey County,1.23104,0.0,'AddedNode',' ',35.95837497,-120.8510504,0.0
4185,66,San Ardo,Monterey County,1.23104,1.68864,'AddedNode',' ',35.9356425,-120.8408716,2.0787833855999995
4186,66,Hanford,Kings County,0.11896,1.51924,'AddedNode',' ',36.40481301,-119.637022,0.18072879039999998
4187,66,Lemoore,Kings County,0.03173,0.0,'AddedNode',' ',36.27026083,-119.9052199,0.0
4188,66,Hanford,Kings County,0.77887,0.0,'AddedNode',' ',36.27643773,-119.654709,0.0
4189,66,Hanford,Kings County,0.77887,0.0,'AddedNode',' ',36.26938199,-119.6544977,0.0
4190,66,Hanford,Kings County,1.23104,0.0,'AddedNode',' ',36.26942058,-119.6489466,0.0
4191,66,Hanford,Kings County,0.54722,0.0,'AddedNode',' ',36.22638453,-119.6549452,0.0
4192,66,Lemoore,Kings County,0.03173,0.0,'AddedNode',' ',36.24239704,-119.9053112,0.0
4193,66,Avenal,Kings County,1.23104,0.0,'AddedNode',' ',35.84282857,-119.9154004,0.0
4194,66,Avenal,Kings County,1.23104,0.0,'AddedNode',' ',35.83537439,-119.9153936,0.0
4195,66,Kettleman City,Kings County,1.17547,0.0,'AddedNode',' ',36.00746912,-119.9517514,0.0
4196,66,Avenal,Kings County,0.0,0.0,'AddedNode',' ',36.04372226,-120.0928212,0.0
4197,66,Avenal,Kings County,0.0,0.0,'AddedNode',' ',36.03630971,-120.0926676,0.0
4198,66,Hanford,Kings County,0.11896,0.0,'AddedNode',' ',36.31329883,-119.6548528,0.0
4199,66,Lemoore,Kings County,0.03173,0.0,'AddedNode',' ',36.242268,-119.9004956,0.0
4200,66,Lemoore,Kings County,0.54722,0.0,'AddedNode',' ',36.22630886,-119.9053221,0.0
4201,66,Lemoore,Kings County,0.54722,0.0,'AddedNode',' ',36.22617574,-119.8340832,0.0
4202,66,Lemoore,Kings County,0.54722,0.0,'AddedNode',' ',36.2257153,-119.7801244,0.0
4203,66,Corcoran,Kings County,0.54722,0.0,'AddedNode',' ',36.07993249,-119.5720498,0.0
4204,66,Hanford,Kings County,0.54722,0.0,'AddedNode',' ',36.25479308,-119.6489674,0.0
4205,66,Orosi,Tulare County,1.23104,0.0,'AddedNode',' ',36.57288067,-119.2512409,0.0
4206,66,Orosi,Tulare County,1.23104,0.0,'AddedNode',' ',36.54499344,-119.25097,0.0
4207,66,Cutler,Tulare County,1.23104,0.0,'AddedNode',' ',36.52960326,-119.250863,0.0
4208,66,Paso Robles,San Luis Obispo County,0.0,0.0,'AddedNode',' ',35.61564717,-120.6790514,0.0
4209,230,Templeton,San Luis Obispo County,0.0,0.0,'AddedNode',' ',35.55502834,-120.6812864,0.0
4210,66,Templeton,San Luis Obispo County,0.0,0.0,'AddedNode',' ',35.55777073,-120.68914,0.0
4211,115,Callender,San Luis Obispo County,0.0,0.0,'AddedNode',' ',35.0509335,-120.5813653,0.0
4212,66,Cambria,San Luis Obispo County,0.00816,0.0,'AddedNode',' ',35.57091638,-121.056012,0.0
4213,66,Morro Bay,San Luis Obispo County,0.00956,0.0,'AddedNode',' ',35.36161708,-120.8113992,0.0
4214,66,San Luis Obispo,San Luis Obispo County,0.00956,0.0,'AddedNode',' ',35.32032669,-120.6927842,0.0
4215,66,San Luis Obispo,San Luis Obispo County,0.00956,0.0,'AddedNode',' ',35.29967782,-120.6211615,0.0
4216,66,San Luis Obispo,San Luis Obispo County,0.00956,0.0,'AddedNode',' ',35.31969188,-120.6928492,0.0
4217,66,San Luis Obispo,San Luis Obispo County,0.00956,0.0,'AddedNode',' ',35.31339764,-120.6530376,0.0
4218,115,Santa Maria,Santa Barbara County,0.0,0.0,'AddedNode',' ',34.9315072,-120.4450785,0.0
4219,115,Santa Maria,Santa Barbara County,0.0,0.0,'AddedNode',' ',34.94614613,-120.453678,0.0
4220,115,Santa Maria,Santa Barbara County,0.0,0.0,'AddedNode',' ',34.82554744,-120.2982023,0.0
4221,115,Lompoc,Santa Barbara County,0.0,0.0,'AddedNode',' ',34.70071716,-120.4362664,0.0
4222,115,Lompoc,Santa Barbara County,0.0,0.0,'AddedNode',' ',34.6438563,-120.4339262,0.0
4223,115,Lompoc,Santa Barbara County,0.0,0.0,'AddedNode',' ',34.66905181,-120.4399623,0.0
4224,115,Lompoc,Santa Barbara County,0.0,0.0,'AddedNode',' ',34.72345987,-120.4362275,0.0
4225,115,Lompoc,Santa Barbara County,0.0,1.41682,'AddedNode',' ',34.72295942,-120.4338587,0.0
4226,115,Lompoc,Santa Barbara County,0.0,0.0,'AddedNode',' ',34.70063174,-120.4364283,0.0
4227,115,Lompoc,Santa Barbara County,0.0,0.0,'AddedNode',' ',34.64373735,-120.4358808,0.0
4228,66,Lost Hills,Kern County,1.23104,0.0,'AddedNode',' ',35.65827898,-120.01025,0.0
4229,66,Lost Hills,Kern County,1.23104,0.0,'AddedNode',' ',35.73349463,-120.0273588,0.0
4230,66,Lost Hills,Kern County,1.23104,0.0,'AddedNode',' ',35.77466692,-119.9737478,0.0
4231,66,Lost Hills,Kern County,1.23104,0.0,'AddedNode',' ',35.71207985,-120.0125308,0.0
4232,66,Lost Hills,Kern County,1.23104,0.0,'AddedNode',' ',35.77526244,-119.9153719,0.0
4233,66,Lost Hills,Kern County,1.23104,0.0,'AddedNode',' ',35.71198002,-120.0209017,0.0
4234,66,Lost Hills,Kern County,1.23104,0.0,'AddedNode',' ',35.78923287,-119.9153606,0.0
4235,66,Lost Hills,Kern County,1.23104,0.0,'AddedNode',' ',35.77530914,-119.9151728,0.0
4236,66,Lost Hills,Kern County,1.23104,0.0,'AddedNode',' ',35.61491759,-119.8532744,0.0
4237,115,Mc Kittrick,Kern County,0.00956,0.0,'AddedNode',' ',35.441176,-119.6427451,0.0
4238,115,Mc Kittrick,Kern County,0.00956,0.0,'AddedNode',' ',35.38334067,-119.6426257,0.0
4239,66,Lost Hills,Kern County,1.23104,0.0,'AddedNode',' ',35.52797239,-119.7969748,0.0
4240,66,Lost Hills,Kern County,1.23104,0.0,'AddedNode',' ',35.51729321,-119.7613338,0.0
4241,115,Mc Kittrick,Kern County,1.23104,0.0,'AddedNode',' ',35.42366714,-119.7259491,0.0
4242,66,Mc Kittrick,Kern County,1.23104,0.0,'AddedNode',' ',35.47360213,-119.7617412,0.0
4243,66,Mc Kittrick,Kern County,1.23104,0.0,'AddedNode',' ',35.46997283,-119.7594661,0.0
4244,66,Bakersfield,Kern County,1.00593,0.0,'AddedNode',' ',35.2086344,-119.1007114,0.0
4245,115,Fellows,Kern County,0.0,0.0,'AddedNode',' ',35.23874427,-119.6279115,0.0
4246,115,Santa Maria,Santa Barbara County,0.0,0.0,'AddedNode',' ',34.92332147,-120.3562805,0.0
4247,115,Buttonwillow,Kern County,1.23104,0.0,'AddedNode',' ',35.40034102,-119.4487874,0.0
4248,115,Mc Kittrick,Kern County,1.23104,0.0,'AddedNode',' ',35.27670244,-119.474803,0.0
4249,115,Mc Kittrick,Kern County,1.23104,0.0,'AddedNode',' ',35.28166263,-119.4747947,0.0
4250,115,Mc Kittrick,Kern County,1.23104,0.0,'AddedNode',' ',35.28174466,-119.4695238,0.0
4251,115,Bakersfield,Kern County,1.23104,0.0,'AddedNode',' ',35.44179473,-119.3188367,0.0
4252,115,Wasco,Kern County,1.23104,0.0,'AddedNode',' ',35.60163774,-119.331303,0.0
4253,115,Wasco,Kern County,1.23104,0.0,'AddedNode',' ',35.60867608,-119.3312396,0.0
4254,115,Wasco,Kern County,1.23104,0.0,'AddedNode',' ',35.60868255,-119.4380726,0.0
4255,115,Wasco,Kern County,1.23104,0.0,'AddedNode',' ',35.60869014,-119.3258133,0.0
4256,115,Bakersfield,Kern County,1.23104,0.0,'AddedNode',' ',35.35363905,-119.2698163,0.0
4257,115,Bakersfield,Kern County,1.23104,0.0,'AddedNode',' ',35.38723697,-119.2695458,0.0
4258,115,Bakersfield,Kern County,1.23104,0.0,'AddedNode',' ',35.38754281,-119.322889,0.0
4259,115,Buttonwillow,Kern County,1.23104,0.0,'AddedNode',' ',35.39375867,-119.3229075,0.0
4260,115,Bakersfield,Kern County,1.23104,0.0,'AddedNode',' ',35.38719093,-119.2562301,0.0
4261,66,Bakersfield,Kern County,1.23104,0.59556,'AddedNode',' ',35.44194626,-119.0833446,0.7331581824
4262,115,Bakersfield,Kern County,1.23104,0.0,'AddedNode',' ',35.47051324,-119.0744696,0.0
4263,115,Bakersfield,Kern County,1.23104,0.0,'AddedNode',' ',35.457462,-119.0744513,0.0
4264,115,Bakersfield,Kern County,1.23104,0.0,'AddedNode',' ',35.47065091,-119.0755658,0.0
4265,115,Bakersfield,Kern County,1.23104,0.0,'AddedNode',' ',35.44132853,-119.0944088,0.0
4266,66,Bakersfield,Kern County,1.23104,0.0,'AddedNode',' ',35.47056438,-119.1253007,0.0
4267,115,Bakersfield,Kern County,1.23104,0.0,'AddedNode',' ',35.50139913,-119.0466669,0.0
4268,115,Bakersfield,Kern County,1.23104,0.0,'AddedNode',' ',35.49881805,-119.0466685,0.0
4269,115,Bakersfield,Kern County,1.23104,0.0,'AddedNode',' ',35.55854839,-119.1293182,0.0
4270,115,Oildale,Kern County,1.23104,0.0,'AddedNode',' ',35.45555828,-119.0211582,0.0
4271,115,Bakersfield,Kern County,1.23104,0.0,'AddedNode',' ',35.49192281,-119.0033626,0.0
4272,115,Bakersfield,Kern County,1.23104,0.79321,'AddedNode',' ',35.45499218,-119.0025713,0.9764732383999999
4273,115,Bakersfield,Kern County,0.82857,0.0,'AddedNode',' ',35.3830203,-119.0976367,0.0
4274,115,Bakersfield,Kern County,0.82857,0.0,'AddedNode',' ',35.37971288,-119.0911032,0.0
4275,115,Bakersfield,Kern County,1.00593,0.0,'AddedNode',' ',35.37479386,-119.0460706,0.0
4276,115,Bakersfield,Kern County,1.00593,0.0,'AddedNode',' ',35.37499756,-119.0461374,0.0
4277,115,Bakersfield,Kern County,1.01789,0.0,'AddedNode',' ',35.41579987,-119.0121999,0.0
4278,115,Bakersfield,Kern County,1.23104,0.0,'AddedNode',' ',35.42656122,-119.0131245,0.0
4279,115,Bakersfield,Kern County,1.23104,0.0,'AddedNode',' ',35.42760902,-118.9773392,0.0
4280,115,Bakersfield,Kern County,1.23104,0.0,'AddedNode',' ',35.44041144,-119.0135495,0.0
4281,115,Bakersfield,Kern County,1.00593,0.0,'AddedNode',' ',35.41633019,-118.9422621,0.0
4282,66,Bakersfield,Kern County,1.00593,0.0,'AddedNode',' ',35.39773155,-118.9399652,0.0
4283,115,Bakersfield,Kern County,1.00593,0.0,'AddedNode',' ',35.39480342,-119.0266233,0.0
4284,66,Bakersfield,Kern County,1.00593,0.0,'AddedNode',' ',35.35410449,-119.00282,0.0
4285,115,Bakersfield,Kern County,1.20833,0.0,'AddedNode',' ',35.30382535,-118.9321592,0.0
4286,66,Bakersfield,Kern County,1.00593,0.0,'AddedNode',' ',35.29570192,-119.0027542,0.0
4287,66,Bakersfield,Kern County,1.00593,0.0,'AddedNode',' ',35.2957414,-119.0215964,0.0
4288,66,Bakersfield,Kern County,1.00593,0.0,'AddedNode',' ',35.20862982,-119.0966641,0.0
4289,66,Bakersfield,Kern County,0.57665,0.0,'AddedNode',' ',35.22346892,-118.8799642,0.0
4290,66,Bakersfield,Kern County,1.00593,0.0,'AddedNode',' ',35.2230911,-119.0028367,0.0
4291,66,Bakersfield,Kern County,0.4885,0.0,'AddedNode',' ',35.22332684,-118.8782646,0.0
4292,66,Arvin,Kern County,0.4885,0.0,'AddedNode',' ',35.15056853,-118.8781045,0.0
4293,66,Arvin,Kern County,0.4885,0.0,'AddedNode',' ',35.09234315,-118.8777896,0.0
4294,66,Arvin,Kern County,0.4885,0.0,'AddedNode',' ',35.09273612,-118.8777975,0.0
4295,66,Bakersfield,Kern County,0.4885,0.0,'AddedNode',' ',35.22350405,-118.8782777,0.0
4296,66,Bakersfield,Kern County,0.0,0.0,'AddedNode',' ',35.42895398,-118.8196019,0.0
4297,66,Bakersfield,Kern County,0.4885,0.0,'AddedNode',' ',35.0196422,-118.9554755,0.0
4298,66,Bakersfield,Kern County,0.4885,3.13699,'AddedNode',' ',34.99182935,-118.942802,1.532419615
4299,66,Bakersfield,Kern County,0.4885,0.0,'AddedNode',' ',34.99170655,-118.9428489,0.0
4300,66,Lebec,Kern County,0.4885,0.0,'AddedNode',' ',34.9271304,-118.9258688,0.0
4301,66,Lebec,Kern County,0.4885,0.0,'AddedNode',' ',34.91858881,-118.9267775,0.0
4302,66,Bakersfield,Kern County,0.4885,0.0,'AddedNode',' ',35.02675445,-118.9577296,0.0
4303,66,Bakersfield,Kern County,1.00593,0.0,'AddedNode',' ',35.36186883,-118.8787266,0.0
4304,66,Lebec,Kern County,0.4885,0.0,'AddedNode',' ',34.87965908,-118.9037376,0.0
4305,115,Escalon,San Joaquin County,1.10864,0.0,'AddedNode',' ',37.8429854,-121.0547784,0.0
4306,230,Crockett,Contra Costa County,1.23104,0.0,'AddedNode',' ',38.0535877,-122.2349694,0.0
4307,230,Crockett,Contra Costa County,1.23104,0.0,'AddedNode',' ',38.05353692,-122.2343319,0.0
4308,230,Suisun City,Solano County,0.19424,0.0,'AddedNode',' ',38.22169173,-121.8663577,0.0
4309,230,Rio Vista,Solano County,0.19424,0.0,'AddedNode',' ',38.12772825,-121.8300955,0.0
4310,500,Rio Vista,Solano County,0.19424,0.0,'AddedNode',' ',38.12783998,-121.8296591,0.0
4311,230,Rio Vista,Solano County,0.19424,0.0,'AddedNode',' ',38.12569323,-121.8293739,0.0
4312,230,Rio Vista,Solano County,0.19424,0.0,'AddedNode',' ',38.12390495,-121.8287364,0.0
4313,230,Pine Grove,Amador County,0.1718,0.0,'AddedNode',' ',38.33179483,-120.6688655,0.0
4314,115,Angels Camp,Calaveras County,1.10864,0.0,'AddedNode',' ',38.0589185,-120.5345962,0.0
4315,115,Sacramento,Sacramento County,1.23104,0.0,'AddedNode',' ',38.5088647,-121.4088909,0.0
4316,230,Geyserville,Sonoma County,0.15792,0.0,'AddedNode',' ',38.79577986,-122.7671588,0.0
4317,230,Middletown,Lake County,0.15792,0.0,'AddedNode',' ',38.76595358,-122.711881,0.0
4318,115,Auburn,Placer County,0.3014,0.0,'AddedNode',' ',38.8898827,-121.0986684,0.0
4319,230,Willows,Glenn County,1.23104,0.0,'AddedNode',' ',39.53924501,-122.2637857,0.0
4320,230,Willows,Glenn County,1.23104,3.46418,'AddedNode',' ',39.53927025,-122.2630438,4.2645441472
4321,230,Willows,Glenn County,1.23104,0.0,'AddedNode',' ',39.5395378,-122.2639894,0.0
4322,230,Coyote,Santa Clara County,1.23104,0.0,'AddedNode',' ',37.22209873,-121.7471145,0.0
4323,115,Firebaugh,Madera County,0.70436,0.0,'AddedNode',' ',36.86672683,-120.3278627,0.0
4324,115,Firebaugh,Madera County,0.70436,0.0,'AddedNode',' ',36.86055243,-120.3384733,0.0
4325,115,Corcoran,Tulare County,1.23104,0.0,'AddedNode',' ',35.96336505,-119.4559908,0.0
4326,230,Byron,Alameda County,0.1718,0.0,'AddedNode',' ',37.76757159,-121.6160872,0.0
4327,66,Cassel,Shasta County,0.42807,3.23118,'AddedNode',' ',40.92594578,-121.5480553,1.3831712226000001
4328,66,Mirinda,Trinity County,0.15792,0.51738,'AddedNode',' ',40.09413197,-123.509011,0.0817046496
